RS;archive/general area;detail in general;loc;pt;depth;script;genre;date;scribe;origin;bibliography;museal sig;col
19.048[C];Royal Palace;Southwestern archives;81;;;a-ug;E;;;u;4.620;D -;
19.048[D];Royal Palace;Southwestern archives;81;;;a-;;;;;frg.;D -;
19.049[A]+19.049[C];Royal Palace;Southwestern archives;81;;;a-ug;E;;;u;4.624;D 5036[A];
19.049[B];Royal Palace;Southwestern archives;81;;;a-ug;E;;;u;4.623 (P5,97:;D 5036[B];
19.052;Royal Palace;Southwestern archives;81;1557;2.30;a-ug;E;;;u;4.625;D 5039;
19.054;Royal Palace;Southwestern archives;81;;;a-ug;Rel;;;u;1.93;D 5041;
19.056;Royal Palace;Southwestern archives;81;1574;3.10(floor);a-ug;E;;;u;4.626;D 5034;
19.058;Royal Palace;Southwestern archives;81;1556;3.20;a-ug;E;;;u;4.627;D 5045;
19.059;Royal Palace;Southwestern archives;81;(floor);;a-ug;Rel;;;u;1.94;D 5046;
19.060;Royal Palace;Southwestern archives;81;;;a-ug;E;;;u;4.628;D 5047;
19.061;Royal Palace;Southwestern archives;81;;;a-ug;E;;;u;4.629;D 5048;
19.062;Royal Palace;Southwestern archives;81;1601;2.30;a-ug;E;;;u;4.630;D 3567;
19.069;Royal Palace;Southwestern archives;81;1558;2.60;s-ak;E;;;u;P6,nll9;D 5054;
25.318;Agapsharri’s House;;Agp10;4058;2.00;a-ug;po;;;u;6.62;D 7034;
25.146;Agapsharri’s House;;Agp? 9/11;3972?;;s-ak;?;;;;;;
9.113A;Acropolis;;Acr.,T.XLII (niv.I,lower level);;;h-eg;sca;Am-3;;e;S19,196,fl4;;
5.269;Acropolis;;Acr. T.V;583;0.50;a-ug;tag;;;u;6.12;;
5.284;Acropolis;;Acr. T.V;583;;;;;;;?;;
5.285+5.301;Acropolis;;Acr. T.V;583;;a-ug;Med;;;u;1.72;A 2730;
5.300;Acropolis;;Acr. T.V;583;;a-ug;Med;;;u;1.71;AO 17.272;
5.302+5.303;Acropolis;;Acr. T.V;583;;s-su;G;;;u;U5,nl25;AO 18.895;
5.248=5.234;Acropolis;;Acr. surf.;;;a-ug;E;;;u;4.33;A 2724;
6.000;Acropolis;;Acr. surf.;;;s-su-ak;Hh 2;;;u;S16,158?;AO 18.891;*
6.072;Acropolis;;Acr. near T.V;577;;h-eg?;;;;;;AO 17.478;
6.017;Acropolis;;Acr. near sta 3.336;;;h-eg;scarab;;;;;AO 19.290;
6.174;Acropolis;;Acr. E. of Temple I;764;1.25;a-ug;Rel;;;u;1.75;AO 18.846;
6.223;Acropolis;;Acr. 625;;1.10;a-ug;seal;;;u;6.15;AO 17.467;
3.379;Acropolis;;Acr.;361;0.90;;;;;;?;;
3.432;Acropolis;;Acr.;366;0.50;h-eg;scarab;;;;S13,pl.ll/2;AO 14.822;
3.469;Acropolis;;Acr.;108;;h-eg;scarab;;;;S13,pl.ll/2;AO 14.821;
3.483;Acropolis;;Acr.;108;;h-eg;sca;;;;;AO 14.819;
5.211+5.156+5.214;Acropolis;;Acr.;ib.|480;0.95;a-ak;Rel;;;u;1.70;A 2727;
5.157;Acropolis;;Acr.;480;;a-;;;;;7.50;A 2719;
5.179;Acropolis;;Acr.;509;;a-;;;;;?;;
5.198+5.180;Acropolis;;Acr.;ib.|485;0.80;a-ug;Lit;;;u;1.7;A 2798;
5.182;Acropolis;;Acr.;483;1.40;a-hu;Rel;;;u;1.66;A 2725;
5.194;Acropolis;;Acr.;484, 486;1.00, 1.20;a-ug;Lit;;;u;1.24;AO 19.995;
5.195;Acropolis;;Acr.;484, 486;;a-;;;;;7.51;A 2726;
5.196;Acropolis;;Acr.;484, 486;;a-;;;;;7.52;A 2718;
5.212+5.197;Acropolis;;Acr.;484, 486;;a-ug;E;;;u?;4.31;AO 17.270;
5.199;Acropolis;;Acr.;484, 486;;a-ak;Rel;;;u;1.67;AO 17.295;
5.200;Acropolis;;Acr.;484, 486;;a-hu;Rel;;;u;1.68;AO 17.291;
5.213;Acropolis;;Acr.;484, 486;;a-ak;Rel;;;u;1.69;AO 17.294;
5.215;Acropolis;;Acr.;484, 486;;a-;;;;;?;;
5.216;Acropolis;;Acr.;484, 486;;a-;Sch;;;u;5.2;AO 17.296;
5.217;Acropolis;;Acr.;484, 486;;a-ug;E;;;u;4.32;A 2721;
5.218=5.278;Acropolis;;Acr.;484, 486;;a-;;;;;7.55;A 2720;
5.219;Acropolis;;Acr.;484, 486;;;;;;;?;;
5.220;Acropolis;;Acr.;484, 486;;;;;;;?;;
5.221;Acropolis;;Acr.;484, 486;;;;;;;?;;
5.222;Acropolis;;Acr.;484, 486;;;;;;;?;;
5.222bis=5.X;Acropolis;;Acr.;484, 486;;s-su;Sal;;;;AS16.31-;AO 18.893;*
5.223;Acropolis;;Acr.;484, 486;;;;;;;2;;
5.229;Acropolis;;Acr.;489;1.10;a-ug;Lit;;;u;1.9;AO 17.293;
5.230;Acropolis;;Acr.;489;;a-;;;;u;7.53;A 2717;
5.245;Acropolis;;Acr.;;;h-eg;seal;;;;;AO 17.245;
5.259=5.252;Acropolis;;Acr.;;;a-ug;;;;u;1.25;A 2716;
5.262;Acropolis;;Acr.;572;0.60;a-ug;tag;;;u;6.11;AO 28.064;
5.274;Acropolis;;Acr.;562;1.60;a-;;;;;7.54;AO 19.998a;
6.071;Acropolis;;Acr.;566;0.80;h-eg;scarab;R-2;;;;;
6.127;Acropolis;;Acr.;;;a-;seal;;;;;;
6.138=6.133;Acropolis;;Acr.;;;a-ug;Rel;;;u;1.74;AO 18.844;
6.173;Acropolis;;Acr.;;;a-;;;;;?;;
6.308=6.X;Acropolis;;Acr.;;0.30;s-su;Mea;;37;u;U5,nl52;AO 18.896;
8.015;Acropolis;;Acr.;;1.90;h-eg;scarab;;;;;AO 19.144;
8.093;Acropolis;;Acr.;;1.90;h-hi;seal;;;;S18,157;A 2856;
8.145;Acropolis;;Acr.;;3.10;s-ak;J;;;u;SI 8,246;AO 19.427;*
8.146=8.213bis;Acropolis;;Acr.;;2.00;s-ak;J;;5;u;SI 8,247;A 2733;
8.201+8.183;Acropolis;;Acr.;;2.85|3.15;a-ug;E;;;u;4.35;AO 19.962;
8.202[A];Acropolis;;Acr.;;2.15;a-;;;;;[TEO 1,45];;
8.202[B];Acropolis;;Acr.;;;a-;;;;;[TEO 1,45];;
8.208;Acropolis;;Acr.;;;a-ug;E;;;u;4.36;A 2826;
9.014;Acropolis;;Acr.;P23;0.50;h-eg;sta;;;;[TEO 1,49];;
9.496;Acropolis;;Acr.;;;a-ug?;clay nail;;;;7.60;A 2781;
9.901;Acropolis;;Acr.;;;h-eg;;;;;;AO 84 AO 310;
6.093;;;Acr;;;h-eg;scarab;;;;Ul,fll3;AO 19.292;
8.043;;;Acr;;1.50;s-ak;tag;;;u;RA38,12;;
75.075;;;A17/nSE26;;;s-;;;;;;M 8876;
75.152;;;A14/1SO57;;;a-;po;;;;;M 8875;
19.070;Royal Palace;Southwestern archives;81;1540;1.90;s-ak;Le;;;u;P4,294;D 5055;
19.072;Royal Palace;Southwestern archives;81;1540;1.90;a-ug;E;;;u;4.631;D 5057;
19.073;Royal Palace;Southwestern archives;81;1539;1.70;a-ug;E;;;u;4.632;D 5058;
19.076;Royal Palace;Southwestern archives;81;1574;3.10;;tag (seals);;;;;D 5149;
19.080;Royal Palace;Southwestern archives;81;1547;2.00;s-ak;LeI;;;;P6,n2;D 5062;
19.084;Royal Palace;Southwestern archives;81;1552;2.15;s-hu;Rel;;;u;U5,465;D 5066;
19.096;Royal Palace;Southwestern archives;81;(floor);;a-ug;E;;;u;4.635;D 5076;
19.097;Royal Palace;Southwestern archives;81;;;a-ug;E;;;u;4.636;D 5077;
19.098;Royal Palace;Southwestern archives;81;1557;3.10;s-ak;J;A-2;42;u;P6,n31;D 5078;
19.109;Royal Palace;Southwestern archives;81;1548;2.10;a-ug;E;;;u;4.645;D 5087;
19.141;Royal Palace;Southwestern archives;81;;;s-ak;E;;;u;P6,nl21;D 5114;**
19.142+19.142[A];Royal Palace;Southwestern archives;81;;;s-hu;Rel;;;u;U5.471;D 5115;
19.143;Royal Palace;Southwestern archives;81;;;s-hu;Rel;;;u;U5.469;D 5116;
19.144;Royal Palace;Southwestern archives;81;;;s-hu;Rel;;;u;U5,473;D 5117;
19.145;Royal Palace;Southwestern archives;81;;;s-hu;Rel;;;u;U5,473;D 5118;
19.146;Royal Palace;Southwestern archives;81;;;s-hu;Rel;;;u;U5.466;D 5119;
19.147;Royal Palace;Southwestern archives;81;;;s-hu;Rel;;25;u;U5.468;D 5120;
19.148+19.148[A];Royal Palace;Southwestern archives;81;;;s-hu;Rel;;;u;U5,467;D 5121;
19.149;Royal Palace;Southwestern archives;81;;;s-hu;Rel;;25;u;U5.471;D 5122;
19.150;Royal Palace;Southwestern archives;81;;;s-hu;Rel;;;u;U5.467;D 5123;
19.151;Royal Palace;Southwestern archives;81;;;s-hu;Rel;;;u;U5,474;D 5124;
19.152;Royal Palace;Southwestern archives;81;;;s-ak;E;;;u;P6,nl33;D 5125;
19.153;Royal Palace;Southwestern archives;81;;;s-hu;Rel;;;u;115,475;D 5126;
19.154;Royal Palace;Southwestern archives;81;;;s-hu;Rel;;;u;U5,472;D 5127;
19.155;Royal Palace;Southwestern archives;81;;;s-hu;Rel;;;u;U5,465;D 5128;
19.156;Royal Palace;Southwestern archives;81;;;s-hu;Rel;;;u;U5,468;D 5129;
19.157A;Royal Palace;Southwestern archives;81;;;s-hu;Rel;;;u;U5,476;D -;
19.157B+19.157F;Royal Palace;Southwestern archives;81;;;s-hu;Rel;;;u;U5,475;D 5130;
19.157C;Royal Palace;Southwestern archives;81;;;s-hu;Rel;;;u;U5,470;D 5130[bis];
19.157D;Royal Palace;Southwestern archives;81;;;s-hu;Rel;;;u;U5,470;D -;
19.157E;Royal Palace;Southwestern archives;81;;;s-hu?;;;;;frg.;D -;
19.159;Royal Palace;Southwestern archives;81;1556;2.30;a/s;Sch;;;u;5.14;D 5131;
19.160;Royal Palace;Southwestern archives;81;;;h-hi;tag (seal);;;;;D 5152;
19.161;Royal Palace;Southwestern archives;81;;;a-ug;E;;;u;4.656;D 5153;
19.162;Royal Palace;Southwestern archives;81;;;;tag (seal);;;;;D -;
19.163;Royal Palace;Southwestern archives;81;;;;tag;;;;;D -;
19.164A;Royal Palace;Southwestern archives;81;;2.10;s-hu;Rel;;;u;U5,469;D -;
19.164B;Royal Palace;Southwestern archives;81;;;s-hu;Rel;;;u;U5,476;D -;
19.164C;Royal Palace;Southwestern archives;81;;;s-hu;Rel;;;u;U5,472;D -;
19.164D;Royal Palace;Southwestern archives;81;;;s-hu;Rel;;25;u;U5,468;D -;
19.164E+19.164EE+19.164F+19.164FF+19.164G+19.164GG+19.164H+19.164HH+19.164I+19.164II+19.164J+19.164JJ+19.164K+19.164KK+19.164L+19.164LL+19.164M+19.164MM+19.164N+19.164NN+19.164O+19.164OO+19.164P+19.164PP+19.164Q+19.164QQ;Royal Palace;Southwestern archives;81;;;s-hu;Rel;;(2x25);u;U5,477-;D -;
19.164,[1]+19.164,[2]+19.164,[3]+19.164,[4]+19.164,[5]+19.164,[6]+19.164,[7]+19.164,[8]+19.164,[9]+19.164,[10]+19.164,[11]+19.164,[12]+19.164,[13]+19.164,[14]+19.164,[15]+19.164,[16]+19.164,[17]+19.164,[18]+19.164,[19]+19.164,[20]+19.164,[21]+19.164,[22]+19.164,[23]+19.164,[24]+19.164,[25]+19.164,[26]+19.164,[27]+19.164,[28]+19.164,[29]+19.164,[30]+19.164,[31];Royal Palace;Southwestern archives;81;;;s-;;;;;(frgs.;;
19.164,[32]+19.164,[33]+19.164,[35]+19.164,[36];Royal Palace;Southwestern archives;81;;;a-;;;;;frgs.;D -;
19.164,[34];Royal Palace;Southwestern archives;81;;;a-ug;E;;;u;4.657;;
19.166;Royal Palace;Southwestern archives;81;1557;2.35;a-ug;E;;;u;4.659;D 5133;
19.167A;Royal Palace;Southwestern archives;81;;2.35;a-ug;E;;;u;4.661;D -;
19.167B;Royal Palace;Southwestern archives;81;;2.35;a-;;;;;;D -;
19.167C;Royal Palace;Southwestern archives;81;;2.35;a-;;;;;7.129;D -;
19.167D;Royal Palace;Southwestern archives;81;;2.35;a-ug;E;;;u;4.662;D -;
19.167[E]+19.167[F]+19.167[G]+19.167[H]+19.167[I]+19.167[J]+19.167[K]+19.167[L]+19.167[M]+19.167[N]+19.167[O]+19.167[P]+19.167[Q];Royal Palace;Southwestern archives;81;;2.35;a-;;;;;frgs.;D -;
19.168;Royal Palace;Southwestern archives;81;;2.35;a-ug;E;;;u;4.664;D 5134;
19.169;Royal Palace;Southwestern archives;81;;2.35;a-ug;E;;;u;4.665;D 5135;
19.170;Royal Palace;Southwestern archives;81;;2.35;a-ug;E;;;u;4.666;D 5136;
19.171;Royal Palace;Southwestern archives;81;;2.35;a-ug;E;;;u;4.667;D 5137;
19.172;Royal Palace;Southwestern archives;81;;2.35;a-ug;E;;;u;4.668;D 5138;
19.174A;Royal Palace;Southwestern archives;81;;2.30;a-ug;E;;;u;4.669;D -;
19.174B;Royal Palace;Southwestern archives;81;;2.30;a-ug;E;;;u;4.670;D -;
19.174C;Royal Palace;Southwestern archives;81;;2.30;a-;;;;;7.130;D -;
19.174D;Royal Palace;Southwestern archives;81;;2.30;a-ug;E;;;u;4.671;D -;
19.174E;Royal Palace;Southwestern archives;81;;2.30;a-ug;E;;;u;4.672;D -;
19.174F;Royal Palace;Southwestern archives;81;;2.30;a-ug;E;;;u;4.673;D -;
19.174G;Royal Palace;Southwestern archives;81;;2.30;a-ug;E;;;u;4.674;D -;
19.174H;Royal Palace;Southwestern archives;81;;2.30;a-ug;E;;;u;4.675;D -;
19.174I;Royal Palace;Southwestern archives;81;;2.30;a-ug;E;;;u;4.676;D -;
19.174,[1]+19.174,[2]+19.174,[3]+19.174,[4]+19.174,[5]+19.174,[6]+19.174,[7]+19.174,[8]+19.174,[9]+19.174,[10]+19.174,[11]+19.174,[12]+19.174,[13]+19.174,[14]+19.174,[15]+19.174,[16]+19.174,[17]+19.174,[18]+19.174,[19]+19.174,[20]+19.174,[21]+19.174,[22]+19.174,[23]+19.174,[24]+19.174,[25]+19.174,[26]+19.174,[27]+19.174,[28]+19.174,[29]+19.174,[30]+19.174,[31]+19.174,[32]+19.174,[33]+19.174,[34]+19.174,[35]+19.174,[36]+19.174,[37]+19.174,[38]+19.174,[39]+19.174,[40]+19.174,[41]+19.174,[42]+19.174,[43]+19.174,[44]+19.174,[45]+19.174,[46]+19.174,[47]+19.174,[48]+19.174,[49]+19.174,[50]+19.174,[51]+19.174,[52]+19.174,[53]+19.174,[54]+19.174,[55]+19.174,[56];Royal Palace;Southwestern archives;81;;2.30;"a-ug;s-ak";;;;;frgs.;D -;
19.175;Royal Palace;Southwestern archives;81;;2.30;a-ug;E;;;u;4.677;D 5139;
19.176;Royal Palace;Southwestern archives;81;;2.30;a-ug;E;;;u;4.678;D 5140;
19.177;Royal Palace;Southwestern archives;81;;2.30;a-ug;E;;;u;4.679;D 5141;
19.178;Royal Palace;Southwestern archives;81;;2.30;a-ug;E;;;u;4.680;D 5142;
19.179;Royal Palace;Southwestern archives;81;;2.30 (floor);a-ug;Rel;;;u;1.95;D 5143;
19.180;Royal Palace;Southwestern archives;81;;2.30;a-ug;E;;;u;4.681;D 5144;
19.181A;Royal Palace;Southwestern archives;81;1567;1.70;a-ug;Le;;;;2.66;D -;
19.181B;Royal Palace;Southwestern archives;81;1567;;a-ug;Le;;;;2.67;D -;
19.183;Royal Palace;Southwestern archives;81;1584;2.90;a-ug;E;;;u;4.682;D 5146;
19.183[A]+19.183[B]+19.183[C]+19.183[D]+19.183[E]+19.183[F]+19.183[G]+19.183[H]+19.183[I];Royal Palace;Southwestern archives;81;1584;;;;;;;frgs.;D -;
19.254;Royal Palace;Southwestern archives;81;1558;2.45;s-;;;;;;;
19.X;Royal Palace;Southwestern archives;81;;;s-ak;E;;;u;P6,nl30;D -;
19.Y;Royal Palace;Southwestern archives;81;;;s-;;;;;frg.;D -;
20.396Aa+20.396Ab;Royal Palace;Southwestern archives;81;1589;0.41;a-ug;ivo;;;u;6.30;D -;
20.396Ac;Royal Palace;Southwestern archives;81;;;a-ug;ivo;;;u;6.32;D —;
20.396Ad;Royal Palace;Southwestern archives;81;;;a-ug;ivo;;;u;6.33;D -;
20.398A[1]+20.398A[2]+20.398A[3]+20.398A[4]+20.398A[5]+20.398A[6]+20.398A[7]+20.398A[8]+20.398A[9]+20.398A[10]+20.398A[11]+20.398A[12];Royal Palace;Southwestern archives;81;1589;;a-;ivo;;;;;D -;
20.399Aa;Royal Palace;Southwestern archives;81;1592;2.50;a-ug;ivo;;;u;6.37;D -;
20.399Ab;Royal Palace;Southwestern archives;81;1592;;a-ug;ivo;;;u;6.38;D -;
20.399Ac;Royal Palace;Southwestern archives;81;1592;;a-ug;ivo;;;u;6.39;D -;
20.399Ad;Royal Palace;Southwestern archives;81;1592;;a-ug;ivo;;;u;6.40;D -;
20.399Ae;Royal Palace;Southwestern archives;81;1592;;a-ug;ivo;;;u;6.41;D -;
20.400Aa;Royal Palace;Southwestern archives;81;1537;2.60;a-ug;E (ivo);;;u;4.702;D -;
20.400Ab;Royal Palace;Southwestern archives;81;1537;;a-ug;ivo;;;u;6.42;D -;
20.400Ac;Royal Palace;Southwestern archives;81;1537;;a-ug;ivo;;;u;6.43;D -;
20.400Ad;Royal Palace;Southwestern archives;81;1537;;a-ug;ivo;;;u;6.44;D -;
20.400Ba;Royal Palace;Southwestern archives;81;1537;;a-ug;ivo;;;u;6.45;D -;
20.400Bb;Royal Palace;Southwestern archives;81;1537;;a-ug;ivo;;;u;6.46;D -;
20.401Aa;Royal Palace;Southwestern archives;81;1584;2.90;a-ug;ivo;;;u;6.47;D -;
20.401Ab;Royal Palace;Southwestern archives;81;1584;;a-ug;ivo;;;u;6.48;D -;
20.401Ac;Royal Palace;Southwestern archives;81;1584;;a-ug;ivo;;;u;6.49;D -;
20.401Ad;Royal Palace;Southwestern archives;81;1584;;a-ug;ivo;;;u;6.50;D -;
20.401Ae;Royal Palace;Southwestern archives;81;1584;;a-ug;ivo;;;u;6.51;D -;
20.401Af;Royal Palace;Southwestern archives;81;1584;;a-ug;ivo;;;u;6.52;D -;
20.401Ag;Royal Palace;Southwestern archives;81;1584;;a-ug;ivo;;;u;6.53;D -;
20.401Ah;Royal Palace;Southwestern archives;81;1584;;a-ug;ivo;;;u;6.54;D -;
20.401Ai;Royal Palace;Southwestern archives;81;1584;;a-ug;ivo;;;u;6.55;D -;
20.401Ak;Royal Palace;Southwestern archives;81;1584;;a-ug;ivo;;;u;6.56;D -;
20.401Al;Royal Palace;Southwestern archives;81;1584;;a-ug;ivo;;;u;6.57;D -;
20.401Am;Royal Palace;Southwestern archives;81;1584;;a-ug;ivo;;;u;6.58;D -;
20.401An;Royal Palace;Southwestern archives;81;1584;;a-ug;ivo;;;u;6.59;D -;
20.401Ao;Royal Palace;Southwestern archives;81;1584;;a-ug;ivo;;;u;6.60;D -;
19.095;Royal Palace;Southwestern archives;83;1618;0.20;s-ak?;;;;;U4,65;D -;
19.006;Royal Palace;Southwestern archives;84;1662;2.40;s-ak;Le(I?);;;;P6,nl A7,39 U4,55,63-;D 4993;
19.014;Royal Palace;Southwestern archives;84;;;a-ug;E;;;u;4.608;D 5001;
19.013;Royal Palace;Southwestern archives;84 (P5,18:81);(floor);2.90;a-ug;Rel;;;u;1.90;D 5000;
19.081;Royal Palace;;85;1660;2.80;s-ak;T;T-4, At;;h;P4,291;D 5063;
17.088;Royal Palace;Room 90 archive;90;873;0.50;s-ak;J;;24;u;P6,n37;D 4565;**
17.097;Royal Palace;Room 90 archive;90;1021;0.55;s-ak;E;;;u;P6,nl48;D 4566;
17.099;Royal Palace;Room 90 archive;90;1021;2.60;s-ak;E;;;u;P6,nll2;D 4568;
17.100[A]+17.100[B];Royal Palace;Room 90 archive;90;1016;2.50;a-ug;Rel;N-;;u;1.84;D 4569;
17.100[C];Royal Palace;Room 90 archive;90;1016;;;;;;;;;
17.134;Royal Palace;Room 90 archive;90;1011;2.30;s-ak;E;;;u;P6,nl35;D 4596;**
17.153;Royal Palace;Room 90 archive;90;1025;2.60;s-ak;E? ;;;u;P6,n57;D 4614 ;
17.240;Royal Palace;Room 90 archive;90;1016;2.50;s-ak;E;;;u;P6,nl36;D 4632;
17.445;Royal Palace;Room 90 archive;90;1030-1031;2.10;s-ak;J;;;u;P6,n63;;
17.[473A];Royal Palace;Room 90 archive;90;1030;2.20;a-ug;E?;;;u;4.256;D-;
17.473[B];Royal Palace;Room 90 archive;90;1031;2.20;a-ug;E;;;u;4.257;D-;
18.102;Royal Palace;Room 90 archive;90;1491;1.05;a-ug;E;;;u;4.381;D 4823;
18.110;Royal Palace;Room 90 archive;90;1482;1.50;a-ug;E;;;u;4.385;D 4828;
18.111;Royal Palace;Room 90 archive;90;1432;1.60;a-ug;E;;;u;4.386;D 4829;
18.106+18.276+18.277;Royal Palace;;90|PC/PS;ib.|1437|1338;1.80|2.60;a-ug;E;;;u;4.382;D 4824;
19.108;Royal Palace;;91;1572;1.40;?;tag (seals);;;;;D 5150;
18.005;Royal Palace;;94;1305;1.90;a-ug;E;;;u;4.321;D 4757;
19.009;Royal Palace;;99;1591;1.00;s-ak;E;;;u;P6,n99;D 4996;
13.009;Royal Palace;;Arch, dump W.;;;a-ug;E;;;u;4.121;D 3696;
17.[470];Royal Palace;;Arch. C.;888;0.20;a-ug;E;;;u;4.251;D-;
17.314;Royal Palace;;Arch. S.;1033;1.25;s-ak;JI;;;k;P4,189;D 4657;
17.316;Royal Palace;;Arch. S.;1230;3.10;s-ak;JI;;;k;P4,190;D 4659;
17.318B;Royal Palace;;Arch. S.;1202;;a-ug;tag;;;u;6.26;;
17.319;Royal Palace;;Arch. S.;1034;1.25;s-ak;JI;;46?;;P4,182;D 4662;
17.334;Royal Palace;;Arch. S.;1186;2.40;s-ak;T;Sk N-2 (In);;k;P4,54;D 4676;
17.341;Royal Palace;;Arch. S.;1182;2.00;s-ak;JI;In?;;k?;P4,161;D 4682;
17.345;Royal Palace;;Arch. S.;1231;3.10;"a-ug;s-ak";E;;;u;4.299;D 4684;
17.449;Royal Palace;;Arch. S.;1184;1.50;s-ak;JI;;;k;P4,190;;
17.458;Royal Palace;;Arch. S.;1186;2.40;s-ak;J;;;u;P6,n64;;
17.349A+17.318A;Royal Palace;Southern archive;Arch. S.|68;1202|1191;1.80|3.00;s-ak;JI;Sgm, A-2;;am;U3,303|P4,144;D 4661;
19.115;Royal Palace;;Arch.W., S.wall;;;s-ak;Le;;;;P6,nl9;D 5091;
12.075A;Royal Palace;;Arch.W?;;;a-ug;E;;;u;4.118;AO 25.170;
16.370;Royal Palace;;"dump, ""region PC""";;;;tag;;;;frg.;D -;
13.006;Royal Palace;;I;4;0.80;a-ug;Rel;;;u;1.79;D 3694;
14.018;Royal Palace;;I;84;2.80;s-hu;Rel;;;u;P3,332;D 3890;
14.084;Royal Palace;;I;134;2.85;a-ug;E;;;;4.126;D 3891;
14.202;Royal Palace;;I;258;3.65;h-hi;seal;M-2;;h;S28,16;D 3562;
14.129;Royal Palace;;II;180;1.20;a-ug;E;;;u;4.127;D 3892;
14.176;Royal Palace;;II;218;1.75;a-ug;E;;;u;4.128;D 3893;
21.110;Royal Palace;;II;;;h-eg;Vase;;;;;D -;
16.001;Royal Palace;;III;229;0.70;a-ug;E;;;u;4.203;D 4220;
16.006;Royal Palace;;III;222;0.55;a-ug;E;;;u;4.207;D 4225;
16.094=16.019;Royal Palace;;III;302;2.40?;h-eg;scarab;Am-3;;e;U3,221-;D 2585;
17.016;Royal Palace;;III;567;0.15;a-ug;E;;;u;4.260;D 4519;
17.146;Royal Palace;;III;889;0.40;s-ak;T;In;;k;P4,154 U3,f27-29;D 4607;
18.160;Royal Palace;;III;1394;5.20;h-eg;scarab;;;;U4,256;D 2621;
18.436;Royal Palace;;III;1512;2.20;a-ug;E;;;u;4.519;D-;
17.064;Royal Palace;;III;760;0.60;s-ak;E;;;u;P6,nll6;D 4546;
15.143+15.164;Royal Palace;Central archive;IV;ib.|197;1.60;s-ak;J;A-2;32;u;P3,117;D 4009;
16.110;Royal Palace;Central archive;IV;359;0.30;s-ak;E;;;u;P3,208;D 4234;**
16.181=16.113;Royal Palace;Central archive;IV;361;0.40;s-ak;J?;;;u;P3,197;D 4288;*
16.130;Royal Palace;Central archive;IV;414;0.56;a-ug;E;;;u;4.215;D 4245;
16.131;Royal Palace;Central archive;IV;386;0.80;s-ak;J;A-2;;u;P3,138;D 4246;
16.136;Royal Palace;Central archive;IV;386;0.80;s-ak;J;A-2;;u;P3,142;D 4251;
16.137[bis];Royal Palace;Central archive;IV;372;0.70;a-ug;Le;;;;2.24;D 4252;
16.137;Royal Palace;Central archive;IV;372?;;s-ak;J;A-2;;u;P3,143;;
16.138;Royal Palace;Central archive;IV;372;;s-ak;J;A-2;42;u;P3,143;D 4253;**
16.139;Royal Palace;Central archive;IV;372;;s-ak;J;A-2;;u;P3,145;D 4254;
16.140;Royal Palace;Central archive;IV;372;;s-ak;J;N-2;;u;P3,45;D 4255;
16.141;Royal Palace;Central archive;IV;372;;s-ak;J;N-2;;u;P3,6O;D 4256;
16.142;Royal Palace;Central archive;IV;383;0.75, -0.80;s-ak;J;Ah;38;u;P3,77;D 4257;
16.143;Royal Palace;Central archive;IV;383;;s-ak;J;Np;38;u;P3,81;D 4258;
16.144;Royal Palace;Central archive;IV;383;;s-ak;J;Ah;;u;P3,76;D 4259;**
16.145;Royal Palace;Central archive;IV;383;;s-ak;J;Yaq;;u;P3,169;D 4260;
16.147;Royal Palace;Central archive;IV;383;;s-ak;J;Ah/Np;38;u;P3,90;D 4262;
16.148+16.254B;Royal Palace;Central archive;IV;383;;s-ak;J;A-2;?;u;P3,115;D 4263;*
16.149;Royal Palace;Central archive;IV;383;;s-ak;J;;38;u;P3,176;D -;
16.155;Royal Palace;Central archive;IV;427;0.80;s-ak;E;;;u;P3,205;D 4268;**
16.180;Royal Palace;Central archive;IV;414;0.56;"s-ak;a-ug";Sch? (J);;;u;P3,41;D 4287;*
16.183;Royal Palace;Central archive;IV;413;1.30;;;;;;P3/276;D -;
16.184;Royal Palace;Central archive;IV;405;0.94;s-ak;J;A-2;;u;P3,149;D 4290;
16.272+16.191;Royal Palace;Central archive;IV;ib.|429;0.70;a-ug;J;seal;;u;3.4;D 4296;*
16.191A;Royal Palace;Central archive;IV;429;;s-ak;J;;38;u;P3,172;D -;
16.191B;Royal Palace;Central archive;IV;429;;s-ak;J;;;u;P3,172;D -;
16.259;Royal Palace;Central archive;IV;386;0.80;s-ak;E;;;;P3,207;D 4334;
16.260;Royal Palace;Central archive;IV;372;0.70;s-ak;J;Np;;u;P3,98;D 4335;
16.262;Royal Palace;Central archive;IV;372;;s-ak;J;N-2;;u;P3,67;D 4336;
16.263;Royal Palace;Central archive;IV;372;;s-ak;J;N-2;38;u;P3,49;D 4337;
16.268;Royal Palace;Central archive;IV;516;1.13;a-ug;E;;;u;4.226;D 4342;
16.271;Royal Palace;Central archive;IV;514;0.95;a-ug;E;;;u;4.227;D 4345;
16.279;Royal Palace;Central archive;IV;472;2.50;s-ak;J;N-[2];;u;P3,7O;D 4352;**
16.280A;Royal Palace;Central archive;IV;472;;a-ug;;;;;;;
16.280B;Royal Palace;Central archive;IV;472;;a-;;;;;;;
16.280C;Royal Palace;Central archive;IV;472;;a-;;;;;;;
16.280D;Royal Palace;Central archive;IV;472;;s-ak;;;;;P3,174;;
16.280E;Royal Palace;Central archive;IV;472;;a-ug?;Le?;;;;;;
